mountain,site,state,measure,year,id,species1,count,total_count,rel_freq,presence ,rel_point_count,species,mountain1
wright ,T3,NY,point,2007,wright -T3-2007,Thamnolia spp.,0,575,0,0,0,Thamnolia spp.,Wright 
wright ,T3,NY,point,2017,wright -T3-2017,Thamnolia spp.,0,575,0,0,0,Thamnolia spp.,Wright 
algonquin,T1,NY,point,2017,algonquin-T1-2017,Thamnolia spp.,1,600,0.001666667,1,1,Thamnolia spp.,Algonquin
AlpGard,T3,NH,point,2024,AlpGard-T3-2024,Thamnolia spp.,1,581,0.00172117,1,1,Thamnolia spp.,Washington
iroquois,T1,NY,point,2002,iroquois-T1-2002,Thamnolia spp.,1,600,0.001666667,1,1,Thamnolia spp.,Iroquois
iroquois,T3,NY,point,2017,iroquois-T3-2017,Thamnolia spp.,1,600,0.001666667,1,1,Thamnolia spp.,Iroquois
algonquin,T2,NY,point,2002,algonquin-T2-2002,Thamnolia spp.,2,600,0.003333333,1,2,Thamnolia spp.,Algonquin
algonquin,T3,NY,point,2002,algonquin-T3-2002,Thamnolia spp.,2,600,0.003333333,1,2,Thamnolia spp.,Algonquin
algonquin,T3,NY,point,2017,algonquin-T3-2017,Thamnolia spp.,3,600,0.005,1,3,Thamnolia spp.,Algonquin
algonquin,T1,NY,point,2002,algonquin-T1-2002,Thamnolia spp.,4,600,0.006666667,1,4,Thamnolia spp.,Algonquin
wright ,T2,NY,point,2002,wright -T2-2002,Thamnolia spp.,4,600,0.006666667,1,4,Thamnolia spp.,Wright 
MtLaf,T1,NH,line,1989,MtLaf-T1-1989,Thamnolia spp.,10,3025,0.003305785,1,2,Thamnolia spp.,Lafayette
MtLaf,T2,NH,line,1989,MtLaf-T2-1989,Thamnolia spp.,61,2992,0.020387701,1,13,Thamnolia spp.,Lafayette
MtLaf,T3,NH,line,1989,MtLaf-T3-1989,Thamnolia spp.,77,3007,0.025606917,1,16,Thamnolia spp.,Lafayette
AlpGard,T3,NH,point,2024,AlpGard-T3-2024,Trapeliopsis spp.,1,581,0.00172117,1,1,Trapeliopsis spp.,Washington
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,Trapeliopsis spp.,2,2685,0.000744879,1,1,Trapeliopsis spp.,Washington
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,Trapeliopsis spp.,2,2685,0.000744879,1,1,Trapeliopsis spp.,Washington
AlpGard,T3,NH,line,2017,AlpGard-T3-2017,Trapeliopsis spp.,2,2853,0.000701016,1,1,Trapeliopsis spp.,Washington
AlpGard,T3,NH,line,2000,AlpGard-T3-2000,Trapeliopsis spp.,3,2853,0.001051525,1,1,Trapeliopsis spp.,Washington
MtLaf,T1,NH,line,2000,MtLaf-T1-2000,Trapeliopsis spp.,3,3025,0.000991736,1,1,Trapeliopsis spp.,Lafayette
MtLaf,T2,NH,line,2000,MtLaf-T2-2000,Trapeliopsis spp.,1,2992,0.000334225,1,1,Trapeliopsis spp.,Lafayette
MtLaf,T3,NH,line,2000,MtLaf-T3-2000,Trapeliopsis spp.,2,3007,0.000665115,1,1,Trapeliopsis spp.,Lafayette
MtLaf,T1,NH,line,1983,MtLaf-T1-1983,Trichophorum cespitosum,0,9024,0,0,0,Trichophorum cespitosum,Lafayette
MtLaf,T1,NH,line,2000,MtLaf-T1-2000,Trichophorum cespitosum,0,9094,0,0,0,Trichophorum cespitosum,Lafayette
MtLaf,T1,NH,line,2009,MtLaf-T1-2009,Trichophorum cespitosum,0,9105,0,0,0,Trichophorum cespitosum,Lafayette
MtLaf,T1,NH,line,2017,MtLaf-T1-2017,Trichophorum cespitosum,0,9080,0,0,0,Trichophorum cespitosum,Lafayette
iroquois,T2,NY,point,1984,iroquois-T2-1984,Trichophorum cespitosum,3,600,0.005,1,3,Trichophorum cespitosum,Iroquois
AlpGard,T1,NH,line,2017,AlpGard-T1-2017,Trichophorum cespitosum,54,8441,0.006397346,1,4,Trichophorum cespitosum,Washington
iroquois,T2,NY,point,1994,iroquois-T2-1994,Trichophorum cespitosum,5,600,0.008333333,1,5,Trichophorum cespitosum,Iroquois
wright ,T1,NY,point,2002,wright -T1-2002,Trichophorum cespitosum,8,600,0.013333333,1,8,Trichophorum cespitosum,Wright 
algonquin,T2,NY,point,1984,algonquin-T2-1984,Trichophorum cespitosum,9,570,0.015789474,1,9,Trichophorum cespitosum,Algonquin
algonquin,T2,NY,point,2007,algonquin-T2-2007,Trichophorum cespitosum,10,600,0.016666667,1,10,Trichophorum cespitosum,Algonquin
iroquois,T1,NY,point,1984,iroquois-T1-1984,Trichophorum cespitosum,10,600,0.016666667,1,10,Trichophorum cespitosum,Iroquois
iroquois,T1,NY,point,1994,iroquois-T1-1994,Trichophorum cespitosum,10,600,0.016666667,1,10,Trichophorum cespitosum,Iroquois
wright ,T1,NY,point,2007,wright -T1-2007,Trichophorum cespitosum,10,600,0.016666667,1,10,Trichophorum cespitosum,Wright 
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,Trichophorum cespitosum,155,8452,0.018338855,1,11,Trichophorum cespitosum,Washington
wright ,T1,NY,point,1984,wright -T1-1984,Trichophorum cespitosum,12,600,0.02,1,12,Trichophorum cespitosum,Wright 
wright ,T2,NY,point,1984,wright -T2-1984,Trichophorum cespitosum,12,600,0.02,1,12,Trichophorum cespitosum,Wright 
AlpGard,T2,NH,point,2024,AlpGard-T2-2024,Trichophorum cespitosum,13,601,0.021630616,1,13,Trichophorum cespitosum,Washington
wright ,T1,NY,point,1994,wright -T1-1994,Trichophorum cespitosum,13,600,0.021666667,1,13,Trichophorum cespitosum,Wright 
algonquin,T2,NY,point,2002,algonquin-T2-2002,Trichophorum cespitosum,14,600,0.023333333,1,14,Trichophorum cespitosum,Algonquin
algonquin,T2,NY,point,1994,algonquin-T2-1994,Trichophorum cespitosum,16,600,0.026666667,1,16,Trichophorum cespitosum,Algonquin
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,Trichophorum cespitosum,239,8464,0.02823724,1,17,Trichophorum cespitosum,Washington
iroquois,T2,NY,point,2007,iroquois-T2-2007,Trichophorum cespitosum,19,600,0.031666667,1,19,Trichophorum cespitosum,Iroquois
iroquois,T1,NY,point,2007,iroquois-T1-2007,Trichophorum cespitosum,21,600,0.035,1,21,Trichophorum cespitosum,Iroquois
algonquin,T1,NY,point,1984,algonquin-T1-1984,Trichophorum cespitosum,24,600,0.04,1,24,Trichophorum cespitosum,Algonquin
AlpGard,T1,NH,line,1983,AlpGard-T1-1983,Trichophorum cespitosum,338,8433,0.040080636,1,24,Trichophorum cespitosum,Washington
iroquois,T2,NY,point,2002,iroquois-T2-2002,Trichophorum cespitosum,26,600,0.043333333,1,26,Trichophorum cespitosum,Iroquois
iroquois,T2,NY,point,2017,iroquois-T2-2017,Trichophorum cespitosum,27,600,0.045,1,27,Trichophorum cespitosum,Iroquois
iroquois,T3,NY,point,1984,iroquois-T3-1984,Trichophorum cespitosum,31,600,0.051666667,1,31,Trichophorum cespitosum,Iroquois
wright ,T2,NY,point,1994,wright -T2-1994,Trichophorum cespitosum,31,600,0.051666667,1,31,Trichophorum cespitosum,Wright 
iroquois,T1,NY,point,2002,iroquois-T1-2002,Trichophorum cespitosum,32,600,0.053333333,1,32,Trichophorum cespitosum,Iroquois
iroquois,T3,NY,point,1994,iroquois-T3-1994,Trichophorum cespitosum,33,600,0.055,1,33,Trichophorum cespitosum,Iroquois
wright ,T2,NY,point,2007,wright -T2-2007,Trichophorum cespitosum,37,600,0.061666667,1,37,Trichophorum cespitosum,Wright 
wright ,T2,NY,point,2002,wright -T2-2002,Trichophorum cespitosum,41,600,0.068333333,1,41,Trichophorum cespitosum,Wright 
algonquin,T1,NY,point,1994,algonquin-T1-1994,Trichophorum cespitosum,53,600,0.088333333,1,53,Trichophorum cespitosum,Algonquin
iroquois,T3,NY,point,2007,iroquois-T3-2007,Trichophorum cespitosum,60,600,0.1,1,60,Trichophorum cespitosum,Iroquois
AlpGard,T1,NH,point,2024,AlpGard-T1-2024,Trichophorum cespitosum,61,541,0.112754159,1,61,Trichophorum cespitosum,Washington
algonquin,T3,NY,point,1984,algonquin-T3-1984,Trichophorum cespitosum,62,600,0.103333333,1,62,Trichophorum cespitosum,Algonquin
iroquois,T1,NY,point,2017,iroquois-T1-2017,Trichophorum cespitosum,65,600,0.108333333,1,65,Trichophorum cespitosum,Iroquois
AlpGard,T3,NH,point,2024,AlpGard-T3-2024,Trichophorum cespitosum,71,581,0.122203098,1,71,Trichophorum cespitosum,Washington
algonquin,T3,NY,point,1994,algonquin-T3-1994,Trichophorum cespitosum,74,600,0.123333333,1,74,Trichophorum cespitosum,Algonquin
algonquin,T3,NY,point,2007,algonquin-T3-2007,Trichophorum cespitosum,75,600,0.125,1,75,Trichophorum cespitosum,Algonquin
iroquois,T3,NY,point,2002,iroquois-T3-2002,Trichophorum cespitosum,75,600,0.125,1,75,Trichophorum cespitosum,Iroquois
algonquin,T1,NY,point,2002,algonquin-T1-2002,Trichophorum cespitosum,83,600,0.138333333,1,83,Trichophorum cespitosum,Algonquin
algonquin,T1,NY,point,2007,algonquin-T1-2007,Trichophorum cespitosum,83,600,0.138333333,1,83,Trichophorum cespitosum,Algonquin
wright ,T2,NY,point,2017,wright -T2-2017,Trichophorum cespitosum,85,600,0.141666667,1,85,Trichophorum cespitosum,Wright 
algonquin,T3,NY,point,2002,algonquin-T3-2002,Trichophorum cespitosum,87,600,0.145,1,87,Trichophorum cespitosum,Algonquin
algonquin,T1,NY,point,2017,algonquin-T1-2017,Trichophorum cespitosum,89,600,0.148333333,1,89,Trichophorum cespitosum,Algonquin
wright ,T3,NY,point,1984,wright -T3-1984,Trichophorum cespitosum,95,600,0.158333333,1,95,Trichophorum cespitosum,Wright 
iroquois,T3,NY,point,2017,iroquois-T3-2017,Trichophorum cespitosum,96,600,0.16,1,96,Trichophorum cespitosum,Iroquois
wright ,T3,NY,point,1994,wright -T3-1994,Trichophorum cespitosum,102,575,0.177391304,1,98,Trichophorum cespitosum,Wright 
wright ,T3,NY,point,2007,wright -T3-2007,Trichophorum cespitosum,113,575,0.196521739,1,108,Trichophorum cespitosum,Wright 
algonquin,T3,NY,point,2017,algonquin-T3-2017,Trichophorum cespitosum,118,600,0.196666667,1,118,Trichophorum cespitosum,Algonquin
wright ,T3,NY,point,2002,wright -T3-2002,Trichophorum cespitosum,123,575,0.213913043,1,118,Trichophorum cespitosum,Wright 
wright ,T3,NY,point,2017,wright -T3-2017,Trichophorum cespitosum,203,575,0.353043478,1,194,Trichophorum cespitosum,Wright 
AlpGard,T1,NH,line,2017,AlpGard-T1-2017,Trichophorum cespitosum,14,2685,0.005214153,1,4,Trichophorum cespitosum,Washington
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,Trichophorum cespitosum,60,2685,0.022346369,1,14,Trichophorum cespitosum,Washington
AlpGard,T1,NH,line,1983,AlpGard-T1-1983,Trichophorum cespitosum,81,2685,0.030167598,1,19,Trichophorum cespitosum,Washington
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,Trichophorum cespitosum,84,2685,0.031284916,1,19,Trichophorum cespitosum,Washington
AlpGard,T2,NH,line,2017,AlpGard-T2-2017,Trichophorum cespitosum,6,2895,0.002072539,1,2,Trichophorum cespitosum,Washington
AlpGard,T2,NH,line,2000,AlpGard-T2-2000,Trichophorum cespitosum,34,2895,0.011744387,1,8,Trichophorum cespitosum,Washington
AlpGard,T2,NH,line,2009,AlpGard-T2-2009,Trichophorum cespitosum,34,2895,0.011744387,1,8,Trichophorum cespitosum,Washington
AlpGard,T2,NH,line,1983,AlpGard-T2-1983,Trichophorum cespitosum,85,2895,0.029360967,1,18,Trichophorum cespitosum,Washington
AlpGard,T3,NH,line,2017,AlpGard-T3-2017,Trichophorum cespitosum,34,2853,0.01191728,1,8,Trichophorum cespitosum,Washington
AlpGard,T3,NH,line,2009,AlpGard-T3-2009,Trichophorum cespitosum,37,2853,0.012968805,1,8,Trichophorum cespitosum,Washington
AlpGard,T3,NH,line,2000,AlpGard-T3-2000,Trichophorum cespitosum,145,2853,0.050823694,1,31,Trichophorum cespitosum,Washington
AlpGard,T3,NH,line,1983,AlpGard-T3-1983,Trichophorum cespitosum,172,2853,0.060287417,1,37,Trichophorum cespitosum,Washington
algonquin,T1,NY,point,1984,algonquin-T1-1984,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Algonquin
algonquin,T1,NY,point,1994,algonquin-T1-1994,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Algonquin
algonquin,T1,NY,point,2002,algonquin-T1-2002,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Algonquin
algonquin,T1,NY,point,2007,algonquin-T1-2007,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Algonquin
algonquin,T1,NY,point,2017,algonquin-T1-2017,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Algonquin
algonquin,T2,NY,point,1984,algonquin-T2-1984,Trientalis borealis,0,570,0,0,0,Trientalis borealis,Algonquin
algonquin,T2,NY,point,1994,algonquin-T2-1994,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Algonquin
algonquin,T2,NY,point,2002,algonquin-T2-2002,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Algonquin
algonquin,T2,NY,point,2007,algonquin-T2-2007,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Algonquin
algonquin,T3,NY,point,1984,algonquin-T3-1984,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Algonquin
algonquin,T3,NY,point,1994,algonquin-T3-1994,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Algonquin
algonquin,T3,NY,point,2002,algonquin-T3-2002,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Algonquin
algonquin,T3,NY,point,2007,algonquin-T3-2007,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Algonquin
algonquin,T3,NY,point,2017,algonquin-T3-2017,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Algonquin
AlpGard,T1,NH,line,1983,AlpGard-T1-1983,Trientalis borealis,3,8433,0.000355745,1,0,Trientalis borealis,Washington
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,Trientalis borealis,0,8452,0,0,0,Trientalis borealis,Washington
AlpGard,T1,NH,line,2017,AlpGard-T1-2017,Trientalis borealis,7,8441,0.000829286,1,0,Trientalis borealis,Washington
iroquois,T1,NY,point,1994,iroquois-T1-1994,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Iroquois
iroquois,T1,NY,point,2002,iroquois-T1-2002,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Iroquois
iroquois,T1,NY,point,2007,iroquois-T1-2007,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Iroquois
iroquois,T1,NY,point,2017,iroquois-T1-2017,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Iroquois
iroquois,T2,NY,point,1984,iroquois-T2-1984,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Iroquois
iroquois,T2,NY,point,2002,iroquois-T2-2002,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Iroquois
iroquois,T2,NY,point,2007,iroquois-T2-2007,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Iroquois
iroquois,T3,NY,point,2007,iroquois-T3-2007,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Iroquois
MtLaf,T1,NH,line,2000,MtLaf-T1-2000,Trientalis borealis,0,9094,0,0,0,Trientalis borealis,Lafayette
MtLaf,T1,NH,line,2009,MtLaf-T1-2009,Trientalis borealis,2,9105,0.00021966,1,0,Trientalis borealis,Lafayette
MtLaf,T1,NH,line,2017,MtLaf-T1-2017,Trientalis borealis,1,9080,0.000110132,1,0,Trientalis borealis,Lafayette
wright ,T1,NY,point,1984,wright -T1-1984,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Wright 
wright ,T1,NY,point,1994,wright -T1-1994,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Wright 
wright ,T1,NY,point,2002,wright -T1-2002,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Wright 
wright ,T1,NY,point,2007,wright -T1-2007,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Wright 
wright ,T2,NY,point,1984,wright -T2-1984,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Wright 
wright ,T2,NY,point,1994,wright -T2-1994,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Wright 
wright ,T2,NY,point,2002,wright -T2-2002,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Wright 
wright ,T2,NY,point,2007,wright -T2-2007,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Wright 
wright ,T2,NY,point,2017,wright -T2-2017,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Wright 
wright ,T3,NY,point,1984,wright -T3-1984,Trientalis borealis,0,600,0,0,0,Trientalis borealis,Wright 
wright ,T3,NY,point,1994,wright -T3-1994,Trientalis borealis,0,575,0,0,0,Trientalis borealis,Wright 
wright ,T3,NY,point,2007,wright -T3-2007,Trientalis borealis,0,575,0,0,0,Trientalis borealis,Wright 
wright ,T3,NY,point,2017,wright -T3-2017,Trientalis borealis,0,575,0,0,0,Trientalis borealis,Wright 
iroquois,T1,NY,point,1984,iroquois-T1-1984,Trientalis borealis,1,600,0.001666667,1,1,Trientalis borealis,Iroquois
iroquois,T2,NY,point,1994,iroquois-T2-1994,Trientalis borealis,1,600,0.001666667,1,1,Trientalis borealis,Iroquois
iroquois,T2,NY,point,2017,iroquois-T2-2017,Trientalis borealis,1,600,0.001666667,1,1,Trientalis borealis,Iroquois
iroquois,T3,NY,point,1984,iroquois-T3-1984,Trientalis borealis,1,600,0.001666667,1,1,Trientalis borealis,Iroquois
iroquois,T3,NY,point,2017,iroquois-T3-2017,Trientalis borealis,1,600,0.001666667,1,1,Trientalis borealis,Iroquois
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,Trientalis borealis,22,8464,0.002599244,1,2,Trientalis borealis,Washington
AlpGard,T2,NH,point,2024,AlpGard-T2-2024,Trientalis borealis,2,601,0.003327787,1,2,Trientalis borealis,Washington
iroquois,T3,NY,point,1994,iroquois-T3-1994,Trientalis borealis,2,600,0.003333333,1,2,Trientalis borealis,Iroquois
MtLaf,T1,NH,line,1983,MtLaf-T1-1983,Trientalis borealis,27,9024,0.002992021,1,2,Trientalis borealis,Lafayette
wright ,T3,NY,point,2002,wright -T3-2002,Trientalis borealis,5,575,0.008695652,1,5,Trientalis borealis,Wright 
iroquois,T3,NY,point,2002,iroquois-T3-2002,Trientalis borealis,7,600,0.011666667,1,7,Trientalis borealis,Iroquois
AlpGard,T2,NH,line,2017,AlpGard-T2-2017,Trientalis borealis,7,2895,0.002417962,1,2,Trientalis borealis,Washington
AlpGard,T2,NH,line,2009,AlpGard-T2-2009,Trientalis borealis,11,2895,0.003799655,1,3,Trientalis borealis,Washington
AlpGard,T2,NH,line,2000,AlpGard-T2-2000,Trientalis borealis,17,2895,0.005872193,1,4,Trientalis borealis,Washington
AlpGard,T3,NH,line,1983,AlpGard-T3-1983,Trientalis borealis,3,2853,0.001051525,1,1,Trientalis borealis,Washington
AlpGard,T3,NH,line,2000,AlpGard-T3-2000,Trientalis borealis,5,2853,0.001752541,1,2,Trientalis borealis,Washington
AlpGard,T3,NH,line,2009,AlpGard-T3-2009,Trientalis borealis,5,2853,0.001752541,1,2,Trientalis borealis,Washington
MtLaf,T3,NH,line,2017,MtLaf-T3-2017,Trientalis borealis,1,3007,0.000332557,1,1,Trientalis borealis,Lafayette
MtLaf,T3,NH,line,2009,MtLaf-T3-2009,Trientalis borealis,2,3007,0.000665115,1,1,Trientalis borealis,Lafayette
MtLaf,T3,NH,line,1983,MtLaf-T3-1983,Trientalis borealis,27,3007,0.008979049,1,6,Trientalis borealis,Lafayette
algonquin,T1,NY,point,1984,algonquin-T1-1984,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Algonquin
algonquin,T1,NY,point,1994,algonquin-T1-1994,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Algonquin
algonquin,T1,NY,point,2002,algonquin-T1-2002,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Algonquin
algonquin,T1,NY,point,2017,algonquin-T1-2017,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Algonquin
algonquin,T2,NY,point,1984,algonquin-T2-1984,Umbilicaria spp.,0,570,0,0,0,Umbilicaria spp.,Algonquin
algonquin,T2,NY,point,1994,algonquin-T2-1994,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Algonquin
algonquin,T2,NY,point,2002,algonquin-T2-2002,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Algonquin
algonquin,T2,NY,point,2007,algonquin-T2-2007,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Algonquin
algonquin,T3,NY,point,1984,algonquin-T3-1984,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Algonquin
algonquin,T3,NY,point,1994,algonquin-T3-1994,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Algonquin
iroquois,T1,NY,point,1984,iroquois-T1-1984,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Iroquois
iroquois,T1,NY,point,1994,iroquois-T1-1994,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Iroquois
iroquois,T1,NY,point,2002,iroquois-T1-2002,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Iroquois
iroquois,T1,NY,point,2017,iroquois-T1-2017,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Iroquois
iroquois,T2,NY,point,1984,iroquois-T2-1984,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Iroquois
iroquois,T2,NY,point,1994,iroquois-T2-1994,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Iroquois
iroquois,T2,NY,point,2002,iroquois-T2-2002,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Iroquois
iroquois,T2,NY,point,2007,iroquois-T2-2007,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Iroquois
iroquois,T2,NY,point,2017,iroquois-T2-2017,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Iroquois
iroquois,T3,NY,point,1994,iroquois-T3-1994,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Iroquois
wright ,T1,NY,point,2002,wright -T1-2002,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Wright 
wright ,T2,NY,point,1984,wright -T2-1984,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Wright 
wright ,T2,NY,point,2017,wright -T2-2017,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Wright 
wright ,T3,NY,point,1984,wright -T3-1984,Umbilicaria spp.,0,600,0,0,0,Umbilicaria spp.,Wright 
wright ,T3,NY,point,1994,wright -T3-1994,Umbilicaria spp.,0,575,0,0,0,Umbilicaria spp.,Wright 
wright ,T3,NY,point,2002,wright -T3-2002,Umbilicaria spp.,0,575,0,0,0,Umbilicaria spp.,Wright 
wright ,T3,NY,point,2007,wright -T3-2007,Umbilicaria spp.,0,575,0,0,0,Umbilicaria spp.,Wright 
algonquin,T1,NY,point,2007,algonquin-T1-2007,Umbilicaria spp.,1,600,0.001666667,1,1,Umbilicaria spp.,Algonquin
algonquin,T3,NY,point,2017,algonquin-T3-2017,Umbilicaria spp.,1,600,0.001666667,1,1,Umbilicaria spp.,Algonquin
AlpGard,T1,NH,point,2024,AlpGard-T1-2024,Umbilicaria spp.,1,541,0.001848429,1,1,Umbilicaria spp.,Washington
AlpGard,T3,NH,point,2024,AlpGard-T3-2024,Umbilicaria spp.,1,581,0.00172117,1,1,Umbilicaria spp.,Washington
iroquois,T1,NY,point,2007,iroquois-T1-2007,Umbilicaria spp.,1,600,0.001666667,1,1,Umbilicaria spp.,Iroquois
iroquois,T3,NY,point,2017,iroquois-T3-2017,Umbilicaria spp.,1,600,0.001666667,1,1,Umbilicaria spp.,Iroquois
MtLaf,T1,NH,point,2024,MtLaf-T1-2024,Umbilicaria spp.,1,621,0.001610306,1,1,Umbilicaria spp.,Lafayette
wright ,T2,NY,point,1994,wright -T2-1994,Umbilicaria spp.,1,600,0.001666667,1,1,Umbilicaria spp.,Wright 
wright ,T2,NY,point,2007,wright -T2-2007,Umbilicaria spp.,1,600,0.001666667,1,1,Umbilicaria spp.,Wright 
algonquin,T3,NY,point,2002,algonquin-T3-2002,Umbilicaria spp.,2,600,0.003333333,1,2,Umbilicaria spp.,Algonquin
wright ,T1,NY,point,1994,wright -T1-1994,Umbilicaria spp.,2,600,0.003333333,1,2,Umbilicaria spp.,Wright 
wright ,T2,NY,point,2002,wright -T2-2002,Umbilicaria spp.,2,600,0.003333333,1,2,Umbilicaria spp.,Wright 
algonquin,T3,NY,point,2007,algonquin-T3-2007,Umbilicaria spp.,3,600,0.005,1,3,Umbilicaria spp.,Algonquin
iroquois,T3,NY,point,1984,iroquois-T3-1984,Umbilicaria spp.,3,600,0.005,1,3,Umbilicaria spp.,Iroquois
iroquois,T3,NY,point,2007,iroquois-T3-2007,Umbilicaria spp.,3,600,0.005,1,3,Umbilicaria spp.,Iroquois
wright ,T1,NY,point,1984,wright -T1-1984,Umbilicaria spp.,3,600,0.005,1,3,Umbilicaria spp.,Wright 
wright ,T3,NY,point,2017,wright -T3-2017,Umbilicaria spp.,3,575,0.005217391,1,3,Umbilicaria spp.,Wright 
iroquois,T3,NY,point,2002,iroquois-T3-2002,Umbilicaria spp.,6,600,0.01,1,6,Umbilicaria spp.,Iroquois
wright ,T1,NY,point,2007,wright -T1-2007,Umbilicaria spp.,8,600,0.013333333,1,8,Umbilicaria spp.,Wright 
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,Umbilicaria spp.,1,2685,0.000372439,1,1,Umbilicaria spp.,Washington
AlpGard,T1,NH,line,2017,AlpGard-T1-2017,Umbilicaria spp.,3,2685,0.001117318,1,1,Umbilicaria spp.,Washington
AlpGard,T1,NH,line,1983,AlpGard-T1-1983,Umbilicaria spp.,5,2685,0.001862197,1,2,Umbilicaria spp.,Washington
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,Umbilicaria spp.,7,2685,0.002607076,1,2,Umbilicaria spp.,Washington
AlpGard,T3,NH,line,1983,AlpGard-T3-1983,Umbilicaria spp.,1,2853,0.000350508,1,1,Umbilicaria spp.,Washington
AlpGard,T3,NH,line,2017,AlpGard-T3-2017,Umbilicaria spp.,9,2853,0.003154574,1,2,Umbilicaria spp.,Washington
AlpGard,T3,NH,line,2000,AlpGard-T3-2000,Umbilicaria spp.,10,2853,0.003505082,1,3,Umbilicaria spp.,Washington
AlpGard,T3,NH,line,2009,AlpGard-T3-2009,Umbilicaria spp.,14,2853,0.004907115,1,3,Umbilicaria spp.,Washington
MtLaf,T2,NH,line,1983,MtLaf-T2-1983,Umbilicaria spp.,4,2992,0.001336898,1,1,Umbilicaria spp.,Lafayette
MtLaf,T2,NH,line,2017,MtLaf-T2-2017,Umbilicaria spp.,5,2992,0.001671123,1,2,Umbilicaria spp.,Lafayette
MtLaf,T3,NH,line,2000,MtLaf-T3-2000,Umbilicaria spp.,3,3007,0.000997672,1,1,Umbilicaria spp.,Lafayette
algonquin,T2,NY,point,1984,algonquin-T2-1984,Unknown crustose lichen,0,570,0,0,0,lichen,Algonquin
algonquin,T2,NY,point,2002,algonquin-T2-2002,Unknown crustose lichen,0,600,0,0,0,lichen,Algonquin
algonquin,T2,NY,point,2007,algonquin-T2-2007,Unknown crustose lichen,0,600,0,0,0,lichen,Algonquin
iroquois,T1,NY,point,1984,iroquois-T1-1984,Unknown crustose lichen,2,600,0.003333333,1,2,lichen,Iroquois
